gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2019-01-31c.1022.2.4,2019-01-31,uk.org.publicwhip/debate/2019-01-31c.992.0,"",uk.org.publicwhip/debate/2019-01-31c.1022.2,c1022.2/4,Question put and agreed to.,EQUITABLE LIFE,uk.org.publicwhip/debate/2019-01-31c.992.1.1,house-of-commons,240
uk.org.publicwhip/debate/2019-01-31c.1059.0.5,2019-01-31,uk.org.publicwhip/debate/2019-01-31c.992.0,uk.org.publicwhip/debate/2019-01-31c.1023.5,uk.org.publicwhip/debate/2019-01-31c.1059.0,c1059.0/5,Question put and agreed to.,EQUITABLE LIFE: Maintained Nursery Schools,uk.org.publicwhip/debate/2019-01-31c.1024.0.1,house-of-commons,241
uk.org.publicwhip/debate/2019-01-31c.1072.1.6,2019-01-31,uk.org.publicwhip/debate/2019-01-31c.1061.0,"",uk.org.publicwhip/debate/2019-01-31c.1072.1,c1072.1/6,Question put and agreed to.,Adjournment Debate: STATE PENSION AGE: WOMEN,uk.org.publicwhip/debate/2019-01-31c.1061.1.1,house-of-commons,242
uk.org.publicwhip/debate/2019-02-04c.131.3.15,2019-02-04,uk.org.publicwhip/debate/2019-02-04c.87.0,uk.org.publicwhip/debate/2019-02-04c.87.2,uk.org.publicwhip/debate/2019-02-04c.131.3,c131.3/15,Question put and agreed to.,SOCIAL SECURITY: Sport in the UK,uk.org.publicwhip/debate/2019-02-04c.88.0.1,house-of-commons,106
uk.org.publicwhip/debate/2019-02-04c.134.1.2,2019-02-04,uk.org.publicwhip/debate/2019-02-04c.133.1,uk.org.publicwhip/debate/2019-02-04c.134.0,uk.org.publicwhip/debate/2019-02-04c.134.1,c134.1/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),uk.org.publicwhip/debate/2019-02-04c.134.1.1,house-of-commons,107
uk.org.publicwhip/debate/2019-02-04c.134.5.2,2019-02-04,uk.org.publicwhip/debate/2019-02-04c.133.1,uk.org.publicwhip/debate/2019-02-04c.134.4,uk.org.publicwhip/debate/2019-02-04c.134.5,c134.5/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),uk.org.publicwhip/debate/2019-02-04c.134.3.3,house-of-commons,108
uk.org.publicwhip/debate/2019-02-04c.142.1.7,2019-02-04,uk.org.publicwhip/debate/2019-02-04c.134.6,uk.org.publicwhip/debate/2019-02-04c.134.8,uk.org.publicwhip/debate/2019-02-04c.142.1,c142.1/7,Question put and agreed to.,Adjournment Debate: PETITION - CLOSURE OF ST GEORGE’S CROSS BRANCH OF THE BANK OF SCOTLAND,uk.org.publicwhip/debate/2019-02-04c.135.0.1,house-of-commons,109
uk.org.publicwhip/debate/2019-02-04c.85.0.11,2019-02-04,uk.org.publicwhip/debate/2019-02-04c.80.0,"",uk.org.publicwhip/debate/2019-02-04c.85.0,c85.0/11,Question put and agreed to.,SOCIAL SECURITY,uk.org.publicwhip/debate/2019-02-04c.80.2.1,house-of-commons,105
uk.org.publicwhip/debate/2019-02-05d.187.2.13,2019-02-05,uk.org.publicwhip/debate/2019-02-05d.187.0,"",uk.org.publicwhip/debate/2019-02-05d.187.2,d187.2/13,Question put and agreed to.,Leave for Bill: CRIME (IMPACT STATEMENTS),uk.org.publicwhip/debate/2019-02-05d.187.2.1,house-of-commons,530
uk.org.publicwhip/debate/2019-02-05d.294.9.2,2019-02-05,uk.org.publicwhip/debate/2019-02-05d.293.1,uk.org.publicwhip/debate/2019-02-05d.294.8,uk.org.publicwhip/debate/2019-02-05d.294.9,d294.9/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Companies),uk.org.publicwhip/debate/2019-02-05d.294.9.1,house-of-commons,531
uk.org.publicwhip/debate/2019-02-05d.309.1.8,2019-02-05,uk.org.publicwhip/debate/2019-02-05d.297.1,uk.org.publicwhip/debate/2019-02-05d.302.6,uk.org.publicwhip/debate/2019-02-05d.309.1,d309.1/8,Question put and agreed to.,Adjournment Debate: PETITION - NONE[P002354],uk.org.publicwhip/debate/2019-02-05d.303.0.1,house-of-commons,532
uk.org.publicwhip/debate/2019-02-06a.338.1.18,2019-02-06,uk.org.publicwhip/debate/2019-02-06a.337.4,"",uk.org.publicwhip/debate/2019-02-06a.338.1,a338.1/18,Question put and agreed to.,Leave for Bill: ARMED FORCES COVENANT (DUTY OF PUBLIC AUTHORITIES),uk.org.publicwhip/debate/2019-02-06a.338.1.1,house-of-commons,232
uk.org.publicwhip/debate/2019-02-06a.359.1.7,2019-02-06,uk.org.publicwhip/debate/2019-02-06a.340.0,"",uk.org.publicwhip/debate/2019-02-06a.359.1,a359.1/7,Question put and agreed to.,SOCIAL SECURITY,uk.org.publicwhip/debate/2019-02-06a.341.1.1,house-of-commons,233
uk.org.publicwhip/debate/2019-02-06a.361.5.2,2019-02-06,uk.org.publicwhip/debate/2019-02-06a.360.1,uk.org.publicwhip/debate/2019-02-06a.361.4,uk.org.publicwhip/debate/2019-02-06a.361.5,a361.5/2,Question agreed to.,DELEGATED LEGISLATION: Local Government,uk.org.publicwhip/debate/2019-02-06a.361.5.1,house-of-commons,234
uk.org.publicwhip/debate/2019-02-06a.374.1.10,2019-02-06,uk.org.publicwhip/debate/2019-02-06a.363.0,uk.org.publicwhip/debate/2019-02-06a.363.2,uk.org.publicwhip/debate/2019-02-06a.374.1,a374.1/10,Question put and agreed to.,Adjournment Debate: PETITION - THE FUTURE OF MAINTAINED NURSERY SCHOOLS,uk.org.publicwhip/debate/2019-02-06a.364.0.1,house-of-commons,235
uk.org.publicwhip/debate/2019-02-07b.500.8.5,2019-02-07,uk.org.publicwhip/debate/2019-02-07b.471.0,uk.org.publicwhip/debate/2019-02-07b.474.3,uk.org.publicwhip/debate/2019-02-07b.500.8,b500.8/5,Question put and agreed to.,EDUCATION COMMITTEE: Antisocial Behaviour,uk.org.publicwhip/debate/2019-02-07b.475.0.1,house-of-commons,175
uk.org.publicwhip/debate/2019-02-07b.509.1.3,2019-02-07,uk.org.publicwhip/debate/2019-02-07b.471.0,uk.org.publicwhip/debate/2019-02-07b.501.1,uk.org.publicwhip/debate/2019-02-07b.509.1,b509.1/3,Question put and agreed to.,Adjournment Debate: EDUCATION COMMITTEE,uk.org.publicwhip/debate/2019-02-07b.502.0.1,house-of-commons,176
uk.org.publicwhip/debate/2019-02-08a.527.0.2,2019-02-08,uk.org.publicwhip/debate/2019-02-08a.511.2,"",uk.org.publicwhip/debate/2019-02-08a.527.0,a527.0/2,Question put and agreed to.,Third Reading: ANIMAL WELFARE (SERVICE ANIMALS) BILL,uk.org.publicwhip/debate/2019-02-08a.511.4.1,house-of-commons,422
uk.org.publicwhip/debate/2019-02-08a.570.0.2,2019-02-08,uk.org.publicwhip/debate/2019-02-08a.555.0,"",uk.org.publicwhip/debate/2019-02-08a.570.0,a570.0/2,Question put and agreed to.,Second Reading: HOLOCAUST (RETURN OF CULTURAL OBJECTS) (AMENDMENT) BILL,uk.org.publicwhip/debate/2019-02-08a.556.2.1,house-of-commons,423
uk.org.publicwhip/debate/2019-02-08a.585.0.4,2019-02-08,uk.org.publicwhip/debate/2019-02-08a.571.0,"",uk.org.publicwhip/debate/2019-02-08a.585.0,a585.0/4,Question put and agreed to.,Second Reading: RIVERS AUTHORITIES AND LAND DRAINAGE BILL,uk.org.publicwhip/debate/2019-02-08a.571.2.1,house-of-commons,424
uk.org.publicwhip/debate/2019-02-08a.592.1.4,2019-02-08,uk.org.publicwhip/debate/2019-02-08a.586.15,uk.org.publicwhip/debate/2019-02-08a.586.18,uk.org.publicwhip/debate/2019-02-08a.592.1,a592.1/4,Question put and agreed to.,Adjournment Debate: CREDITWORTHINESS ASSESSMENT BILL [LORDS],uk.org.publicwhip/debate/2019-02-08a.587.0.1,house-of-commons,425
uk.org.publicwhip/debate/2019-02-11b.686.1.14,2019-02-11,uk.org.publicwhip/debate/2019-02-11b.686.0,"",uk.org.publicwhip/debate/2019-02-11b.686.1,b686.1/14,Question agreed to.,FINANCIAL SERVICES (IMPLEMENTATION OF LEGISLATION) BILL [LORDS] (PROGRAMME),uk.org.publicwhip/debate/2019-02-11b.686.1.1,house-of-commons,271
uk.org.publicwhip/debate/2019-02-11b.687.1.8,2019-02-11,uk.org.publicwhip/debate/2019-02-11b.687.0,"",uk.org.publicwhip/debate/2019-02-11b.687.1,b687.1/8,Question agreed to.,FINANCIAL SERVICES (IMPLEMENTATION OF LEGISLATION) BILL [LORDS] (MONEY),uk.org.publicwhip/debate/2019-02-11b.687.1.2,house-of-commons,272
uk.org.publicwhip/debate/2019-02-11b.687.3.5,2019-02-11,uk.org.publicwhip/debate/2019-02-11b.687.2,"",uk.org.publicwhip/debate/2019-02-11b.687.3,b687.3/5,Question agreed to.,FINANCIAL SERVICES (IMPLEMENTATION OF LEGISLATION) BILL [LORDS] (WAYS AND MEANS),uk.org.publicwhip/debate/2019-02-11b.687.3.1,house-of-commons,273
uk.org.publicwhip/debate/2019-02-11b.687.8.2,2019-02-11,uk.org.publicwhip/debate/2019-02-11b.687.5,uk.org.publicwhip/debate/2019-02-11b.687.7,uk.org.publicwhip/debate/2019-02-11b.687.8,b687.8/2,Question agreed to.,DELEGATED LEGISLATION,uk.org.publicwhip/debate/2019-02-11b.687.6.1,house-of-commons,274
uk.org.publicwhip/debate/2019-02-12c.790.1.11,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.789.0,"",uk.org.publicwhip/debate/2019-02-12c.790.1,c790.1/11,Question put and agreed to.,Leave for Bill: CHILD CRUELTY (SENTENCES),uk.org.publicwhip/debate/2019-02-12c.790.1.1,house-of-commons,333
uk.org.publicwhip/debate/2019-02-12c.825.0.5,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.791.0,uk.org.publicwhip/debate/2019-02-12c.792.2,uk.org.publicwhip/debate/2019-02-12c.825.0,c825.0/5,Question put and agreed to.,Amendment 48: MENTAL CAPACITY (AMENDMENT) BILL [LORDS],uk.org.publicwhip/debate/2019-02-12c.823.2.6,house-of-commons,334
uk.org.publicwhip/debate/2019-02-12c.853.13.2,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.852.1,uk.org.publicwhip/debate/2019-02-12c.853.12,uk.org.publicwhip/debate/2019-02-12c.853.13,c853.13/2,Question agreed to.,Approve: Northern Ireland (Ministerial Appointment Functions) Regulations 2019,uk.org.publicwhip/debate/2019-02-12c.853.11.3,house-of-commons,335
uk.org.publicwhip/debate/2019-02-12c.853.9.2,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.852.1,uk.org.publicwhip/debate/2019-02-12c.853.8,uk.org.publicwhip/debate/2019-02-12c.853.9,c853.9/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Energy Conservation),uk.org.publicwhip/debate/2019-02-12c.853.9.1,house-of-commons,336
uk.org.publicwhip/debate/2019-02-12c.854.1.3,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.852.1,uk.org.publicwhip/debate/2019-02-12c.854.0,uk.org.publicwhip/debate/2019-02-12c.854.1,c854.1/3,Question agreed to.,DELEGATED LEGISLATION: Social Security,uk.org.publicwhip/debate/2019-02-12c.854.1.2,house-of-commons,337
uk.org.publicwhip/debate/2019-02-12c.861.0.10,2019-02-12,uk.org.publicwhip/debate/2019-02-12c.856.0,uk.org.publicwhip/debate/2019-02-12c.856.2,uk.org.publicwhip/debate/2019-02-12c.861.0,c861.0/10,Question put and agreed to.,Adjournment Debate: PETITION - THE FUTURE OF MAINTAINED NURSERY SCHOOLS,uk.org.publicwhip/debate/2019-02-12c.857.0.1,house-of-commons,338
uk.org.publicwhip/debate/2019-02-13c.1004.3.4,2019-02-13,uk.org.publicwhip/debate/2019-02-13c.996.0,uk.org.publicwhip/debate/2019-02-13c.996.2,uk.org.publicwhip/debate/2019-02-13c.1004.3,c1004.3/4,Question put and agreed to.,Adjournment Debate: PETITION - THE DRIVER AND VEHICLE LICENSING AGENCY AND THE SELLING OF PERSONAL DATA,uk.org.publicwhip/debate/2019-02-13c.997.0.1,house-of-commons,140
uk.org.publicwhip/debate/2019-02-13c.917.2.21,2019-02-13,uk.org.publicwhip/debate/2019-02-13c.917.0,"",uk.org.publicwhip/debate/2019-02-13c.917.2,c917.2/21,Question put and agreed to.,Leave for Bill: BUS DRIVERS (WORKING HOURS ON LOCAL ROUTES),uk.org.publicwhip/debate/2019-02-13c.917.2.1,house-of-commons,137
uk.org.publicwhip/debate/2019-02-13c.936.0.6,2019-02-13,uk.org.publicwhip/debate/2019-02-13c.923.0,"",uk.org.publicwhip/debate/2019-02-13c.936.0,c936.0/6,Question put and agreed to.,RETIREMENT OF THE CLERK OF THE HOUSE,uk.org.publicwhip/debate/2019-02-13c.923.1.1,house-of-commons,138
uk.org.publicwhip/debate/2019-02-13c.993.0.19,2019-02-13,uk.org.publicwhip/debate/2019-02-13c.953.0,"",uk.org.publicwhip/debate/2019-02-13c.993.0,c993.0/19,Question put and agreed to.,COMMUNITIES: CHARITIES AND VOLUNTEERS,uk.org.publicwhip/debate/2019-02-13c.954.0.1,house-of-commons,139
uk.org.publicwhip/debate/2019-02-14b.1170.1.6,2019-02-14,uk.org.publicwhip/debate/2019-02-14b.1160.4,uk.org.publicwhip/debate/2019-02-14b.1160.6,uk.org.publicwhip/debate/2019-02-14b.1170.1,b1170.1/6,Question put and agreed to.,Adjournment Debate: CHILDREN ACT 1989 (AMENDMENT) (FEMALE GENITAL MUTILATION) BILL [LORDS]: (BUSINESS OF THE HOUSE),uk.org.publicwhip/debate/2019-02-14b.1161.0.1,house-of-commons,77
uk.org.publicwhip/debate/2019-02-18c.1243.1.8,2019-02-18,uk.org.publicwhip/debate/2019-02-18c.1217.0,uk.org.publicwhip/debate/2019-02-18c.1219.1,uk.org.publicwhip/debate/2019-02-18c.1243.1,c1243.1/8,Question put and agreed to.,POINTS OF ORDER: Defence,uk.org.publicwhip/debate/2019-02-18c.1220.0.1,house-of-commons,68
uk.org.publicwhip/debate/2019-02-18c.1304.2.12,2019-02-18,uk.org.publicwhip/debate/2019-02-18c.1297.2,uk.org.publicwhip/debate/2019-02-18c.1297.4,uk.org.publicwhip/debate/2019-02-18c.1304.2,c1304.2/12,Question put and agreed to.,Adjournment Debate: FINANCE COMMITTEE,uk.org.publicwhip/debate/2019-02-18c.1297.3.1,house-of-commons,69
uk.org.publicwhip/debate/2019-02-19a.1374.1.16,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1373.0,uk.org.publicwhip/debate/2019-02-19a.1373.3,uk.org.publicwhip/debate/2019-02-19a.1374.1,a1374.1/16,Question put and agreed to.,Leave for Bill: POINT OF ORDER,uk.org.publicwhip/debate/2019-02-19a.1374.1.1,house-of-commons,296
uk.org.publicwhip/debate/2019-02-19a.1388.0.15,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1376.0,"",uk.org.publicwhip/debate/2019-02-19a.1388.0,a1388.0/15,Question put and agreed to.,EXITING THE EUROPEAN UNION (STRUCTURAL AND INVESTMENT FUNDS),uk.org.publicwhip/debate/2019-02-19a.1377.0.1,house-of-commons,297
uk.org.publicwhip/debate/2019-02-19a.1407.5.8,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1391.0,"",uk.org.publicwhip/debate/2019-02-19a.1407.5,a1407.5/8,Question put and agreed to.,Approve: National Minimum Wage (Amendment) Regulations 2019,uk.org.publicwhip/debate/2019-02-19a.1391.1.1,house-of-commons,298
uk.org.publicwhip/debate/2019-02-19a.1416.3.8,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1408.0,"",uk.org.publicwhip/debate/2019-02-19a.1416.3,a1416.3/8,Question put and agreed to.,EXITING THE EUROPEAN UNION (MEDICINES),uk.org.publicwhip/debate/2019-02-19a.1409.0.1,house-of-commons,299
uk.org.publicwhip/debate/2019-02-19a.1435.2.11,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1417.0,"",uk.org.publicwhip/debate/2019-02-19a.1435.2,a1435.2/11,Question put and agreed to.,NHS 10-YEAR PLAN,uk.org.publicwhip/debate/2019-02-19a.1417.2.1,house-of-commons,300
uk.org.publicwhip/debate/2019-02-19a.1445.1.2,2019-02-19,uk.org.publicwhip/debate/2019-02-19a.1437.3,uk.org.publicwhip/debate/2019-02-19a.1437.5,uk.org.publicwhip/debate/2019-02-19a.1445.1,a1445.1/2,Question put and agreed to.,Adjournment Debate: DRAFT REGISTRATION OF OVERSEAS ENTITIES BILL (JOINT COMMITTEE),uk.org.publicwhip/debate/2019-02-19a.1438.0.1,house-of-commons,301
uk.org.publicwhip/debate/2019-02-20c.1502.1.30,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1501.1,"",uk.org.publicwhip/debate/2019-02-20c.1502.1,c1502.1/30,Question put and agreed to.,Leave for Bill: ASYLUM SEEKERS (PERMISSION TO WORK) (NO. 2),uk.org.publicwhip/debate/2019-02-20c.1502.1.1,house-of-commons,248
uk.org.publicwhip/debate/2019-02-20c.1504.1.3,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1504.0,"",uk.org.publicwhip/debate/2019-02-20c.1504.1,c1504.1/3,Question agreed to.,ESTIMATES (LIAISON COMMITTEE RECOMMENDATION),uk.org.publicwhip/debate/2019-02-20c.1504.1.1,house-of-commons,249
uk.org.publicwhip/debate/2019-02-20c.1512.3.3,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1504.0,uk.org.publicwhip/debate/2019-02-20c.1504.2,uk.org.publicwhip/debate/2019-02-20c.1512.3,c1512.3/3,Question put and agreed to.,ESTIMATES (LIAISON COMMITTEE RECOMMENDATION): Exiting the European Union (Aquaculture),uk.org.publicwhip/debate/2019-02-20c.1505.1.1,house-of-commons,250
uk.org.publicwhip/debate/2019-02-20c.1523.1.3,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1513.0,"",uk.org.publicwhip/debate/2019-02-20c.1523.1,c1523.1/3,Question put and agreed to.,EXITING THE EUROPEAN UNION (AGRICULTURE),uk.org.publicwhip/debate/2019-02-20c.1514.1.1,house-of-commons,251
uk.org.publicwhip/debate/2019-02-20c.1566.0.11,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1513.0,uk.org.publicwhip/debate/2019-02-20c.1523.2,uk.org.publicwhip/debate/2019-02-20c.1566.0,c1566.0/11,Question put and agreed to.,EXITING THE EUROPEAN UNION (AGRICULTURE): Antisemitism in Modern Society,uk.org.publicwhip/debate/2019-02-20c.1524.1.1,house-of-commons,252
uk.org.publicwhip/debate/2019-02-20c.1568.14.2,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1567.1,uk.org.publicwhip/debate/2019-02-20c.1568.13,uk.org.publicwhip/debate/2019-02-20c.1568.14,c1568.14/2,Question agreed to.,DELEGATED LEGISLATION: Charities,uk.org.publicwhip/debate/2019-02-20c.1568.14.1,house-of-commons,253
uk.org.publicwhip/debate/2019-02-20c.1568.3.2,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1567.1,uk.org.publicwhip/debate/2019-02-20c.1568.2,uk.org.publicwhip/debate/2019-02-20c.1568.3,c1568.3/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),uk.org.publicwhip/debate/2019-02-20c.1568.3.1,house-of-commons,254
uk.org.publicwhip/debate/2019-02-20c.1570.9.2,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1567.1,uk.org.publicwhip/debate/2019-02-20c.1570.8,uk.org.publicwhip/debate/2019-02-20c.1570.9,c1570.9/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union (Civil Aviation),uk.org.publicwhip/debate/2019-02-20c.1570.9.1,house-of-commons,255
uk.org.publicwhip/debate/2019-02-20c.1578.1.4,2019-02-20,uk.org.publicwhip/debate/2019-02-20c.1570.10,uk.org.publicwhip/debate/2019-02-20c.1570.12,uk.org.publicwhip/debate/2019-02-20c.1578.1,c1578.1/4,Question put and agreed to.,Adjournment Debate: PETITION - KNIFE CRIME IN EDMONTON,uk.org.publicwhip/debate/2019-02-20c.1571.0.1,house-of-commons,256
uk.org.publicwhip/debate/2019-02-21a.1690.1.5,2019-02-21,uk.org.publicwhip/debate/2019-02-21a.1618.4,"",uk.org.publicwhip/debate/2019-02-21a.1690.1,a1690.1/5,Question put and agreed to.,FUTURE FREE TRADE AGREEMENTS,uk.org.publicwhip/debate/2019-02-21a.1619.0.1,house-of-commons,489
uk.org.publicwhip/debate/2019-02-21a.1703.2.5,2019-02-21,uk.org.publicwhip/debate/2019-02-21a.1618.4,uk.org.publicwhip/debate/2019-02-21a.1690.2,uk.org.publicwhip/debate/2019-02-21a.1703.2,a1703.2/5,Question put and agreed to.,Adjournment Debate: FUTURE FREE TRADE AGREEMENTS,uk.org.publicwhip/debate/2019-02-21a.1703.1.3,house-of-commons,490
uk.org.publicwhip/debate/2019-02-25d.129.0.9,2019-02-25,uk.org.publicwhip/debate/2019-02-25d.102.0,"",uk.org.publicwhip/debate/2019-02-25d.129.0,d129.0/9,Question put and agreed to.,MACPHERSON REPORT: 20TH ANNIVERSARY,uk.org.publicwhip/debate/2019-02-25d.102.1.1,house-of-commons,173
uk.org.publicwhip/debate/2019-02-25d.131.1.2,2019-02-25,uk.org.publicwhip/debate/2019-02-25d.130.2,uk.org.publicwhip/debate/2019-02-25d.131.0,uk.org.publicwhip/debate/2019-02-25d.131.1,d131.1/2,Question agreed to.,DELEGATED LEGISLATION: Exiting the European Union,uk.org.publicwhip/debate/2019-02-25d.131.1.1,house-of-commons,174
uk.org.publicwhip/debate/2019-02-25d.74.1.3,2019-02-25,uk.org.publicwhip/debate/2019-02-25d.61.0,uk.org.publicwhip/debate/2019-02-25d.61.3,uk.org.publicwhip/debate/2019-02-25d.74.1,d74.1/3,Question put and agreed to.,BILL PRESENTED: Exiting the EU (Financial Services),uk.org.publicwhip/debate/2019-02-25d.62.0.1,house-of-commons,172
uk.org.publicwhip/debate/2019-02-26b.203.2.11,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.203.0,"",uk.org.publicwhip/debate/2019-02-26b.203.2,b203.2/11,Question put and agreed to.,Leave for Bill: NATIONAL HEALTH SERVICE (PROHIBITION OF FAX MACHINES AND PAGERS),uk.org.publicwhip/debate/2019-02-26b.203.2.1,house-of-commons,503
uk.org.publicwhip/debate/2019-02-26b.303.1.6,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.278.4,uk.org.publicwhip/debate/2019-02-26b.279.1,uk.org.publicwhip/debate/2019-02-26b.303.1,b303.1/6,Question put and agreed to.,Approve: Terrorism Act 2000 (Proscribed Organisations) (Amendment) Order 2019,uk.org.publicwhip/debate/2019-02-26b.280.0.1,house-of-commons,504
uk.org.publicwhip/debate/2019-02-26b.304.2.2,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.304.1,"",uk.org.publicwhip/debate/2019-02-26b.304.2,b304.2/2,Question agreed to.,Second Reading: CHILDREN ACT 1989 (AMENDMENT) (FEMALE GENITAL MUTILATION) BILL [LORDS],uk.org.publicwhip/debate/2019-02-26b.304.2.1,house-of-commons,506
uk.org.publicwhip/debate/2019-02-26b.304.2.6,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.304.1,"",uk.org.publicwhip/debate/2019-02-26b.304.2,b304.2/6,Question agreed to.,CHILDREN ACT 1989 (AMENDMENT) (FEMALE GENITAL MUTILATION) BILL [LORDS],uk.org.publicwhip/debate/2019-02-26b.304.2.4,house-of-commons,505
uk.org.publicwhip/debate/2019-02-26b.305.10.3,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.305.9,"",uk.org.publicwhip/debate/2019-02-26b.305.10,b305.10/3,Question agreed to.,SPEAKER’S COMMITTEE FOR THE INDEPENDENT PARLIAMENTARY STANDARDS AUTHORITY,uk.org.publicwhip/debate/2019-02-26b.305.10.1,house-of-commons,507
uk.org.publicwhip/debate/2019-02-26b.305.8.2,2019-02-26,uk.org.publicwhip/debate/2019-02-26b.305.1,uk.org.publicwhip/debate/2019-02-26b.305.7,uk.org.publicwhip/debate/2019-02-26b.305.8,b305.8/2,Question agreed to.,DELEGATED LEGISLATION: Northern Ireland,uk.org.publicwhip/debate/2019-02-26b.305.8.1,house-of-commons,508
uk.org.publicwhip/debate/2019-02-27a.359.2.18,2019-02-27,uk.org.publicwhip/debate/2019-02-27a.359.0,"",uk.org.publicwhip/debate/2019-02-27a.359.2,a359.2/18,Question put and agreed to.,Leave for Bill: PLANNING (AFFORDABLE HOUSING AND LAND COMPENSATION),uk.org.publicwhip/debate/2019-02-27a.359.2.1,house-of-commons,227
